Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Tickets_Sold,Rating
Air India,24-05-2022,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,12178,129,4
Air India,24-05-2023,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,13396,146,4
Air India,24-05-2024,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,12860,124,3
Air India,27-04-2022,Delhi,Cochin,DEL ? TRV ? COK,05:15,28-04-2025 06:50,25h 35m,1 stop,No info,8298,76,5
Air India,27-04-2023,Delhi,Cochin,DEL ? TRV ? COK,05:15,28-04-2025 06:50,25h 35m,1 stop,No info,9293,98,4
Air India,27-04-2024,Delhi,Cochin,DEL ? TRV ? COK,05:15,28-04-2025 06:50,25h 35m,1 stop,No info,9108,89,5
Air India,15-05-2022,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,16-05-2025 19:15,24h 30m,2 stops,No info,16763,162,4
Air India,15-05-2023,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,16-05-2025 19:15,24h 30m,2 stops,No info,18775,165,3
Air India,15-05-2024,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,16-05-2025 19:15,24h 30m,2 stops,No info,18399,171,4
Air India,24-03-2022,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,non-stop,No info,2655,108,3
Air India,24-03-2023,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,non-stop,No info,3000,104,4
Air India,24-03-2024,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,non-stop,No info,3030,119,2
Air India,27-05-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,28-05-2025 07:40,14h 25m,2 stops,No info,17484,168,3
Air India,27-05-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,28-05-2025 07:40,14h 25m,2 stops,No info,19582,158,5
Air India,27-05-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,28-05-2025 07:40,14h 25m,2 stops,No info,19190,169,3
Air India,09-05-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10-05-2025 19:15,23h 30m,2 stops,No info,12821,172,5
Air India,09-05-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10-05-2025 19:15,23h 30m,2 stops,No info,14360,166,3
Air India,09-05-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10-05-2025 19:15,23h 30m,2 stops,No info,14073,163,4
Air India,15-06-2022,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:15,15h 25m,1 stop,No info,12508,88,4
Air India,15-06-2023,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:15,15h 25m,1 stop,No info,14009,120,4
Air India,15-06-2024,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:15,15h 25m,1 stop,No info,13728,96,3
Air India,21-04-2022,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,7677,100,3
Air India,21-04-2023,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,8598,103,2
Air India,21-04-2024,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,8426,104,3
Air India,21-05-2022,Delhi,Cochin,DEL ? TRV ? COK,05:15,22-05-2025 06:50,25h 35m,1 stop,No info,9423,102,4
Air India,21-05-2023,Delhi,Cochin,DEL ? TRV ? COK,05:15,22-05-2025 06:50,25h 35m,1 stop,No info,10553,90,5
Air India,21-05-2024,Delhi,Cochin,DEL ? TRV ? COK,05:15,22-05-2025 06:50,25h 35m,1 stop,No info,10342,105,5
Air India,12-06-2022,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,16:15,6h 15m,1 stop,No info,14622,143,4
Air India,12-06-2023,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,16:15,6h 15m,1 stop,No info,16084,129,4
Air India,12-06-2024,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,16:15,6h 15m,1 stop,No info,15441,141,4
Air India,01-05-2022,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,02-05-2025 07:55,19h 55m,2 stops,No info,12435,130,3
Air India,01-05-2023,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,02-05-2025 07:55,19h 55m,2 stops,No info,13679,127,5
Air India,01-05-2024,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,02-05-2025 07:55,19h 55m,2 stops,No info,13132,124,4
Air India,09-06-2022,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,10-06-2025 01:20,18h 20m,2 stops,No info,15966,165,4
Air India,09-06-2023,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,10-06-2025 01:20,18h 20m,2 stops,No info,17563,177,3
Air India,09-06-2024,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,10-06-2025 01:20,18h 20m,2 stops,No info,16860,177,4
Air India,03-06-2022,Delhi,Cochin,DEL ? BLR ? COK,17:40,04-06-2025 09:35,15h 55m,1 stop,No info,9143,159,4
Air India,03-06-2023,Delhi,Cochin,DEL ? BLR ? COK,17:40,04-06-2025 09:35,15h 55m,1 stop,No info,10240,176,5
Air India,03-06-2024,Delhi,Cochin,DEL ? BLR ? COK,17:40,04-06-2025 09:35,15h 55m,1 stop,No info,10035,159,4
Air India,01-05-2022,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,02-05-2025 05:25,19h 25m,2 stops,No info,17027,139,3
Air India,01-05-2023,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,02-05-2025 05:25,19h 25m,2 stops,No info,18730,140,5
Air India,01-05-2024,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,02-05-2025 05:25,19h 25m,2 stops,No info,17980,145,3
Air India,27-05-2022,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,28-05-2025 19:15,23h,2 stops,No info,16856,164,4
Air India,27-05-2023,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,28-05-2025 19:15,23h,2 stops,No info,18879,173,2
Air India,27-05-2024,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,28-05-2025 19:15,23h,2 stops,No info,18501,175,4
Air India,06-06-2022,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,07-06-2025 01:20,15h 20m,2 stops,No info,15966,128,5
Air India,06-06-2022,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,07-06-2025 01:20,15h 20m,2 stops,No info,15966,128,4
Air India,06-06-2023,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,07-06-2025 01:20,15h 20m,2 stops,No info,17563,134,3
Air India,06-06-2023,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,07-06-2025 01:20,15h 20m,2 stops,No info,17563,134,3
Air India,06-06-2024,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,07-06-2025 01:20,15h 20m,2 stops,No info,16860,128,5
Air India,06-06-2024,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,07-06-2025 01:20,15h 20m,2 stops,No info,16860,128,4
Air India,12-05-2022,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,13-05-2025 07:55,19h 55m,2 stops,No info,13079,143,3
Air India,12-05-2023,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,13-05-2025 07:55,19h 55m,2 stops,No info,14386,131,5
Air India,12-05-2024,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,13-05-2025 07:55,19h 55m,2 stops,No info,13811,129,4
Air India,27-03-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,28-03-2025 07:40,14h 25m,2 stops,No info,10540,148,5
Air India,27-03-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,28-03-2025 07:40,14h 25m,2 stops,No info,11805,147,2
Air India,27-03-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,28-03-2025 07:40,14h 25m,2 stops,No info,11569,129,5
Air India,09-06-2022,Delhi,Cochin,DEL ? BOM ? COK,21:00,10-06-2025 07:40,10h 40m,1 stop,No info,10546,170,4
Air India,09-06-2023,Delhi,Cochin,DEL ? BOM ? COK,21:00,10-06-2025 07:40,10h 40m,1 stop,No info,11812,163,3
Air India,09-06-2024,Delhi,Cochin,DEL ? BOM ? COK,21:00,10-06-2025 07:40,10h 40m,1 stop,No info,11576,162,5
Air India,21-05-2022,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,23:15,8h 45m,2 stops,No info,18507,141,3
Air India,21-05-2023,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,23:15,8h 45m,2 stops,No info,20357,137,5
Air India,21-05-2024,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,23:15,8h 45m,2 stops,No info,19543,126,3
Air India,21-03-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,22-03-2025 19:15,26h 35m,2 stops,No info,10375,109,4
Air India,21-03-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,22-03-2025 19:15,26h 35m,2 stops,No info,11620,109,4
Air India,21-03-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,22-03-2025 19:15,26h 35m,2 stops,No info,11388,126,2
Air India,01-06-2022,Delhi,Cochin,DEL ? MAA ? COK,20:40,02-06-2025 09:25,12h 45m,1 stop,No info,9423,157,3
Air India,01-06-2023,Delhi,Cochin,DEL ? MAA ? COK,20:40,02-06-2025 09:25,12h 45m,1 stop,No info,10553,170,2
Air India,01-06-2024,Delhi,Cochin,DEL ? MAA ? COK,20:40,02-06-2025 09:25,12h 45m,1 stop,No info,10342,161,4
Air India,01-04-2022,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,02-04-2025 09:50,14h 50m,1 stop,No info,5178,154,3
Air India,01-04-2023,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,02-04-2025 09:50,14h 50m,1 stop,No info,5696,130,4
Air India,01-04-2024,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,02-04-2025 09:50,14h 50m,1 stop,No info,5468,138,3
Air India,21-03-2022,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,22-03-2025 07:40,19h 40m,2 stops,No info,12227,111,3
Air India,21-03-2023,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,22-03-2025 07:40,19h 40m,2 stops,No info,13694,117,4
Air India,21-03-2024,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,22-03-2025 07:40,19h 40m,2 stops,No info,13420,108,2
Air India,21-05-2022,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,10546,165,5
Air India,21-05-2023,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,11812,176,5
Air India,21-05-2024,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,11576,159,4
Air India,01-04-2022,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,5594,136,4
Air India,01-04-2023,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,6210,134,5
Air India,01-04-2024,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,6272,138,3
Air India,24-05-2022,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,25-05-2025 13:45,20h 55m,2 stops,No info,15683,137,2
Air India,24-05-2023,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,25-05-2025 13:45,20h 55m,2 stops,No info,17251,144,3
Air India,24-05-2024,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,25-05-2025 13:45,20h 55m,2 stops,No info,16561,123,4
Air India,06-03-2022,Mumbai,Hyderabad,BOM ? GOI ? PNQ ? HYD,21:10,16:55,4h 15m,2 stops,No info,22439,136,2
Air India,06-03-2023,Mumbai,Hyderabad,BOM ? GOI ? PNQ ? HYD,21:10,16:55,4h 15m,2 stops,No info,25356,137,4
Air India,06-03-2024,Mumbai,Hyderabad,BOM ? GOI ? PNQ ? HYD,21:10,16:55,4h 15m,2 stops,No info,25610,145,5
Air India,27-03-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,11201,120,5
Air India,27-03-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,11201,120,5
Air India,27-03-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,12546,116,5
Air India,27-03-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,12546,116,4
Air India,27-03-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,12295,109,3
Air India,27-03-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,12295,109,2
Air India,27-06-2022,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,28-06-2025 19:15,23h,2 stops,No info,17121,163,5
Air India,27-06-2023,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,28-06-2025 19:15,23h,2 stops,No info,19175,175,4
Air India,27-06-2024,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,28-06-2025 19:15,23h,2 stops,No info,18792,167,3
Air India,09-06-2022,Delhi,Cochin,DEL ? MAA ? COK,20:40,10-06-2025 09:25,12h 45m,1 stop,No info,9687,175,2
Air India,09-06-2023,Delhi,Cochin,DEL ? MAA ? COK,20:40,10-06-2025 09:25,12h 45m,1 stop,No info,10850,168,5
Air India,09-06-2024,Delhi,Cochin,DEL ? MAA ? COK,20:40,10-06-2025 09:25,12h 45m,1 stop,No info,10633,173,4
Air India,12-05-2022,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,13-05-2025 08:55,12h 25m,1 stop,No info,12499,168,5
Air India,12-05-2023,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,13-05-2025 08:55,12h 25m,1 stop,No info,13749,166,5
Air India,12-05-2024,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,13-05-2025 08:55,12h 25m,1 stop,No info,13199,161,4
Air India,06-05-2022,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,07-05-2025 15:20,24h 45m,1 stop,No info,7997,125,4
Air India,06-05-2023,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,07-05-2025 15:20,24h 45m,1 stop,No info,8797,124,4
Air India,06-05-2024,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,07-05-2025 15:20,24h 45m,1 stop,No info,8445,149,3
Air India,15-05-2022,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,16-05-2025 07:40,19h 40m,2 stops,No info,13417,127,4
Air India,15-05-2023,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,16-05-2025 07:40,19h 40m,2 stops,No info,15027,139,4
Air India,15-05-2024,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,16-05-2025 07:40,19h 40m,2 stops,No info,14727,127,4
Air India,01-05-2022,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,7711,141,5
Air India,01-05-2023,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,8559,132,4
Air India,01-05-2024,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,8644,138,4
Air India,09-04-2022,Delhi,Cochin,DEL ? MAA ? COK,20:40,10-04-2025 09:25,12h 45m,1 stop,No info,5652,138,4
Air India,09-04-2023,Delhi,Cochin,DEL ? MAA ? COK,20:40,10-04-2025 09:25,12h 45m,1 stop,No info,6331,139,4
Air India,09-04-2024,Delhi,Cochin,DEL ? MAA ? COK,20:40,10-04-2025 09:25,12h 45m,1 stop,No info,6204,135,4
Air India,01-06-2022,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,4015,156,3
Air India,01-06-2023,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,4536,169,4
Air India,01-06-2024,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,4582,165,3
Air India,21-03-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,22-03-2025 19:15,23h 30m,2 stops,No info,10375,140,3
Air India,21-03-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,22-03-2025 19:15,23h 30m,2 stops,No info,10375,140,3
Air India,21-03-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,22-03-2025 19:15,23h 30m,2 stops,No info,11620,137,4
Air India,21-03-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,22-03-2025 19:15,23h 30m,2 stops,No info,11620,137,4
Air India,21-03-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,22-03-2025 19:15,23h 30m,2 stops,No info,11388,127,4
Air India,21-03-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,22-03-2025 19:15,23h 30m,2 stops,No info,11388,127,4
Air India,27-05-2022,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,8769,148,5
Air India,27-05-2023,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,9733,137,4
Air India,27-05-2024,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,9831,141,4
Air India,21-05-2022,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,22-05-2025 09:25,26h 20m,2 stops,No info,13825,170,4
Air India,21-05-2023,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,22-05-2025 09:25,26h 20m,2 stops,No info,15484,166,4
Air India,21-05-2024,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,22-05-2025 09:25,26h 20m,2 stops,No info,15175,170,2
Air India,21-04-2022,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,7650,125,3
Air India,21-04-2023,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,8415,102,3
Air India,21-04-2024,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,8079,128,4
Air India,09-06-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10-06-2025 19:15,23h 30m,2 stops,No info,12557,159,2
Air India,09-06-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10-06-2025 19:15,23h 30m,2 stops,No info,12557,159,4
Air India,09-06-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10-06-2025 19:15,23h 30m,2 stops,No info,14064,162,3
Air India,09-06-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10-06-2025 19:15,23h 30m,2 stops,No info,14064,162,4
Air India,09-06-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10-06-2025 19:15,23h 30m,2 stops,No info,13782,168,3
Air India,09-06-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10-06-2025 19:15,23h 30m,2 stops,No info,13782,168,4
Air India,15-05-2022,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,7677,122,5
Air India,15-05-2023,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,8598,99,3
Air India,15-05-2024,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,8426,106,4
Air India,24-06-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,25-06-2025 19:15,26h 35m,2 stops,No info,11895,127,3
Air India,24-06-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,25-06-2025 19:15,26h 35m,2 stops,No info,11895,127,3
Air India,24-06-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,25-06-2025 19:15,26h 35m,2 stops,No info,13323,129,2
Air India,24-06-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,25-06-2025 19:15,26h 35m,2 stops,No info,13323,129,4
Air India,24-06-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,25-06-2025 19:15,26h 35m,2 stops,No info,13056,147,2
Air India,24-06-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,25-06-2025 19:15,26h 35m,2 stops,No info,13056,147,3
Air India,01-06-2022,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,02-06-2025 07:40,19h 40m,2 stops,No info,13814,142,3
Air India,01-06-2023,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,02-06-2025 07:40,19h 40m,2 stops,No info,15472,122,4
Air India,01-06-2024,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,02-06-2025 07:40,19h 40m,2 stops,No info,15162,147,2
Air India,06-05-2022,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6586,144,2
Air India,06-05-2023,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,7310,139,3
Air India,06-05-2024,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,7383,138,2
Air India,12-05-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,13-05-2025 16:15,23h 30m,2 stops,No info,16461,137,3
Air India,12-05-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,13-05-2025 16:15,23h 30m,2 stops,No info,18107,137,3
Air India,12-05-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,13-05-2025 16:15,23h 30m,2 stops,No info,17383,134,5
Air India,27-05-2022,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,28-05-2025 19:15,21h 15m,2 stops,No info,12888,91,4
Air India,27-05-2022,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,28-05-2025 19:15,21h 15m,2 stops,No info,12888,91,4
Air India,27-05-2022,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,28-05-2025 19:15,21h 15m,2 stops,No info,12888,91,4
Air India,27-05-2023,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,28-05-2025 19:15,21h 15m,2 stops,No info,14435,107,4
Air India,27-05-2023,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,28-05-2025 19:15,21h 15m,2 stops,No info,14435,107,3
Air India,27-05-2023,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,28-05-2025 19:15,21h 15m,2 stops,No info,14435,107,4
Air India,27-05-2024,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,28-05-2025 19:15,21h 15m,2 stops,No info,14146,98,4
Air India,27-05-2024,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,28-05-2025 19:15,21h 15m,2 stops,No info,14146,98,4
Air India,27-05-2024,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,28-05-2025 19:15,21h 15m,2 stops,No info,14146,98,3
Air India,06-06-2022,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,10546,159,5
Air India,06-06-2023,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,11812,173,3
Air India,06-06-2024,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,11576,175,2
Air India,06-05-2022,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,07-05-2025 19:15,21h 15m,2 stops,No info,14740,106,4
Air India,06-05-2023,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,07-05-2025 19:15,21h 15m,2 stops,No info,16509,114,3
Air India,06-05-2024,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,07-05-2025 19:15,21h 15m,2 stops,No info,16179,103,3
Air India,12-03-2022,Mumbai,Hyderabad,BOM ? MAA ? HYD,05:55,20:35,14h 40m,1 stop,No info,8937,89,4
Air India,12-03-2023,Mumbai,Hyderabad,BOM ? MAA ? HYD,05:55,20:35,14h 40m,1 stop,No info,10099,99,5
Air India,12-03-2024,Mumbai,Hyderabad,BOM ? MAA ? HYD,05:55,20:35,14h 40m,1 stop,No info,10200,78,4
Air India,09-03-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,07:05,10-03-2025 19:15,36h 10m,2 stops,No info,14817,136,4
Air India,09-03-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,07:05,10-03-2025 19:15,36h 10m,2 stops,No info,16595,138,5
Air India,09-03-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,07:05,10-03-2025 19:15,36h 10m,2 stops,No info,16263,130,3
Air India,09-06-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,10-06-2025 12:30,26h 40m,2 stops,No info,18327,158,3
Air India,09-06-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,10-06-2025 12:30,26h 40m,2 stops,No info,20159,171,3
Air India,09-06-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,10-06-2025 12:30,26h 40m,2 stops,No info,19353,167,4
Air India,06-03-2022,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,7073,150,4
Air India,06-03-2023,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,7993,125,5
Air India,06-03-2024,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,8073,137,4
Air India,27-03-2022,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,3853,120,4
Air India,27-03-2023,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,4238,123,3
Air India,27-03-2024,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,4111,115,5
Air India,21-03-2022,Delhi,Cochin,DEL ? MAA ? COK,12:30,22-03-2025 09:25,20h 55m,1 stop,No info,8165,110,5
Air India,21-03-2023,Delhi,Cochin,DEL ? MAA ? COK,12:30,22-03-2025 09:25,20h 55m,1 stop,No info,9145,112,5
Air India,21-03-2024,Delhi,Cochin,DEL ? MAA ? COK,12:30,22-03-2025 09:25,20h 55m,1 stop,No info,8962,131,2
Air India,09-06-2022,Kolkata,Banglore,CCU ? GAU ? BLR,16:45,10-06-2025 21:05,28h 20m,1 stop,No info,9386,144,4
Air India,09-06-2023,Kolkata,Banglore,CCU ? GAU ? BLR,16:45,10-06-2025 21:05,28h 20m,1 stop,No info,10325,130,2
Air India,09-06-2024,Kolkata,Banglore,CCU ? GAU ? BLR,16:45,10-06-2025 21:05,28h 20m,1 stop,No info,9912,149,3
Air India,12-05-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,13-05-2025 12:30,19h 45m,2 stops,No info,17555,123,2
Air India,12-05-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,13-05-2025 12:30,19h 45m,2 stops,No info,19310,129,4
Air India,12-05-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,13-05-2025 12:30,19h 45m,2 stops,No info,18538,136,4
Air India,24-06-2022,Delhi,Cochin,DEL ? MAA ? COK,20:40,25-06-2025 09:25,12h 45m,1 stop,No info,9423,158,3
